,mom_120_20,rev_5,rvol_20,vs_20,rmom_120_20,dd_252,composite,mom_120_20__decile,rev_5__decile,rvol_20__decile,vs_20__decile,rmom_120_20__decile,dd_252__decile,composite__decile
signal,signal_mom_120_20,signal_rev_5,signal_rvol_20,signal_vs_20,signal_rmom_120_20,signal_dd_252,signal_composite,decile_mom_120_20,decile_rev_5,decile_rvol_20,decile_vs_20,decile_rmom_120_20,decile_dd_252,decile_composite
days,4508,4508,4508,4508,4508,4508,4508,4508,4508,4508,4508,4508,4508,4508
first_date,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02
last_date,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29
net_return_10bp_sharpe,-0.16193932185577617,-0.19396873909956805,-0.07541956386688785,-1.0040341031667441,-0.3006516560733213,-0.10612874152219244,-0.057129577152093367,-0.029650412011432457,-0.206971111292762,-0.0602875865310359,-0.6769164251303915,-0.21305713986514288,-0.10949754556415427,-0.04373266964197695
net_return_10bp_hit_rate,0.523070097604259,0.4649511978704525,0.49001774622892635,0.44875776397515527,0.5059893522626442,0.5179680567879326,0.5212954747116237,0.5281721384205856,0.4722715173025732,0.49356699201419696,0.46694764862466726,0.511756876663709,0.5175244010647737,0.5197426796805679
net_return_10bp_max_drawdown,-0.37766433003979505,-0.1606486739860875,-0.4661021294325438,-0.24042894185448893,-0.29289117356168337,-0.4928480678298668,-0.3845572152463701,-0.43688183745429887,-0.26562231830925764,-0.6193042988491244,-0.28939600794849285,-0.3606249228295646,-0.6597698772662739,-0.5077249580554091
net_return_10bp_market_beta,-0.10219089658610235,0.04439603468160661,-0.3353088769338042,0.0028078456869141664,-0.053200163812553845,-0.2687473721013111,-0.22275274621691246,-0.15676849750947167,0.06837303909686587,-0.49911970079462226,0.009908714606701325,-0.0920959181593831,-0.4185079452718237,-0.3158960053452961
net_return_20bp_annualised_return,-0.022719882732129135,-0.023769922575155235,-0.01943755658190345,-0.03109199819130151,-0.02560878728212819,-0.020030848257554863,-0.017575633884951404,-0.018788221726830305,-0.03445391931955183,-0.026912065008896303,-0.03883544967773901,-0.03224615600576783,-0.03201829401976195,-0.02461383231001589
net_return_20bp_annualised_volatility,0.0744995005178419,0.03317764683745168,0.09553561661795706,0.01286723018188515,0.047722051808276704,0.0928505992194136,0.0802329564146267,0.11838762211759667,0.052190603317565545,0.14410175297828332,0.020646158509072515,0.07661478177092755,0.1434129158630955,0.11138444528749684
net_return_20bp_sharpe,-0.30496691352565447,-0.7164438964466643,-0.20345874418368415,-2.416370714738103,-0.5366237685045787,-0.215732030013294,-0.21905753782927181,-0.15870089618125457,-0.6601556052132441,-0.18675737423507993,-1.881001236170574,-0.42088687405233915,-0.22325948696508743,-0.22098087615810796
net_return_20bp_hit_rate,0.5164152617568767,0.4398846495119787,0.4849157054125998,0.3997338065661047,0.49423247559893524,0.5126441881100267,0.5146406388642414,0.5224046140195209,0.45119787045252885,0.48868677905944985,0.4165927240461402,0.5033274179236912,0.5119787045252884,0.5124223602484472
net_return_20bp_max_drawdown,-0.4508586694749499,-0.3539643400360353,-0.5394604895666314,-0.4274852024169834,-0.3948666809532372,-0.5536676922976052,-0.47405516857030583,-0.529643457965687,-0.47467680825062664,-0.6946995733004905,-0.5084163583867696,-0.4796455670043662,-0.7226827274581515,-0.6124409620905246
net_return_20bp_market_beta,-0.10221577590154671,0.04439024466871024,-0.3353266441138263,0.0028028769939235716,-0.05322350741357131,-0.26876770113007836,-0.22277896344798606,-0.15679907605722138,0.0683630651946656,-0.4991347011704797,0.009901532224550556,-0.09212404740856939,-0.41852294819234404,-0.3159187556725803
